date,BL15,trend,season,resid
2019/12/4,90274,94263.67579,-3057.446854,-932.2289315
2019/12/5,96135,94632.2379,719.6654265,783.0966728
2019/12/6,110097,95005.78208,12335.76191,2755.45601
2019/12/7,107130,95356.34031,12701.25601,-927.5963173
2019/12/8,88422,95683.96058,-9492.695354,2230.734777
2019/12/9,87434,96011.98436,-7822.992428,-754.9919346
2019/12/10,90152,96349.91266,-5460.862368,-737.050297
2019/12/11,93357,96680.66042,-3110.29384,-213.3665781
2019/12/12,96261,97033.60746,-61.16869691,-711.4387597
2019/12/13,109697,97403.82804,12656.41498,-363.2430281
2019/12/14,112706,97778.023,12191.63417,2736.342831
2019/12/15,91711,98211.87234,-7932.266784,1431.394448
2019/12/16,90027,98678.36449,-7078.6924,-1572.672086
2019/12/17,93255,99107.01881,-6001.421944,149.4031305
2019/12/18,96217,99490.35903,-3328.067955,54.70892261
2019/12/19,97494,99838.4753,-730.6375131,-1613.837787
2019/12/20,114267,100208.6801,12779.43028,1278.889588
2019/12/21,112537,100558.9445,10835.75228,1142.303171
2019/12/22,92680,100726.5193,-6422.569999,-1623.949299
2019/12/23,96054,100778.2758,-6143.229074,1418.953261
2019/12/24,103316,100798.1983,-6398.793319,8916.594989
2019/12/25,106908,100689.0949,-3437.605141,9656.510205
2019/12/26,100790,100585.7631,-1331.748098,1535.984963
2019/12/27,112656,100474.3881,12850.12718,-668.5152691
2019/12/28,109196,100342.8117,9421.538234,-568.349927
2019/12/29,88116,100188.2532,-5239.077387,-6833.175777
2019/12/30,105363,100014.5595,-4947.700041,10296.14053
2019/12/31,137614,99825.55188,-6718.251084,44506.69921
